Transaction_ID,Timestamp,Customer_ID,Customer_Phone,City,Channel,Transaction_Type,Amount_CFA,Fee_Rate,Fee_CFA,Discount_Applied,Promo_Code,Merchant_ID,Merchant_Category,Agent_ID,KYC_Level,Status,Reversed,FRAUD_Score,Device_OS,Balance_Before_CFA,Balance_After_CFA
TXN0252,2025-11-05 04:37:47,C10064,221581223623,Mbour,App,CASH_IN,75000,0.0,0,FALSE,,M0000,None,A4954,LEVEL_2,SUCCESS,FALSE,0.19,Android,222797,297797
TXN0175,2025-11-05 06:11:06,C10057,221951343320,Ziguinchor,App,P2P,30000,0.01,300,FALSE,,M0000,None,,LEVEL_1,FAILED,FALSE,0.14,iOS,129861,129861
TXN0234,2025-11-05 06:43:43,C10188,221818141247,Pikine,Agent,P2P,2000,0.015,30,FALSE,,M0000,None,A6314,LEVEL_1,SUCCESS,FALSE,0.07,Android,64871,62841
TXN0590,2025-11-05 07:16:42,C10001,221104332181,Dakar,USSD,P2P,50000,0.005,250,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.05,Android,197233,146983
TXN0885,2025-11-05 07:28:14,C10098,221324210249,Thiès,App,CASH_IN,150000,0.0,0,FALSE,,M0000,None,A3681,LEVEL_2,SUCCESS,FALSE,0.17,FeaturePhone,10699,160699
TXN0309,2025-11-05 07:34:40,C10025,221737631165,Mbour,USSD,BANK_TRANSFER,75000,0.01,750,FALSE,,M0000,None,,LEVEL_2,FAILED,FALSE,0.16,FeaturePhone,52286,52286
TXN0392,2025-11-05 10:24:30,C10247,221575844198,Ziguinchor,Agent,P2P,8000,0.005,40,FALSE,,M0000,None,A6669,LEVEL_3,FAILED,FALSE,0.16,Android,790,790
TXN0631,2025-11-05 11:26:28,C10159,221014767976,Dakar,Agent,P2P,2000,0.01,20,FALSE,,M0000,None,A9342,LEVEL_2,SUCCESS,FALSE,0.0,Android,123410,121390
TXN0368,2025-11-05 12:51:11,C10017,221489325288,Thiès,USSD,MERCHANT_PAY,5000,0.01,50,FALSE,,M3028,Education,,LEVEL_2,SUCCESS,FALSE,0.12,FeaturePhone,94548,89498
TXN0417,2025-11-05 14:10:15,C10168,221521818835,Touba,Web,P2P,50000,0.005,250,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.29,Web,54303,4053
TXN0282,2025-11-05 14:35:50,C10176,221820377889,Touba,Agent,CASH_IN,50000,0.0,0,TRUE,NEWUSER,M0000,None,A3439,LEVEL_3,SUCCESS,FALSE,0.17,Android,159011,209011
TXN0990,2025-11-05 14:36:21,C10169,221523124329,Pikine,Web,AIRTIME,10000,0.0,0,FALSE,,M0000,None,,LEVEL_2,FAILED,FALSE,0.17,Web,349,349
TXN0565,2025-11-05 16:14:29,C10061,221788957986,Dakar,App,P2P,50000,0.015,750,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.22,Web,228665,177915
TXN0423,2025-11-05 17:04:43,C10132,221754965137,Pikine,App,CASH_IN,50000,0.0,0,FALSE,,M0000,None,A9594,LEVEL_2,SUCCESS,FALSE,0.1,iOS,34540,84540
TXN0126,2025-11-05 18:31:53,C10077,221586518506,Thiès,App,CASH_OUT,15000,0.01,150,FALSE,,M0000,None,A8032,LEVEL_2,SUCCESS,FALSE,0.3,Android,60571,45421
TXN0134,2025-11-05 18:55:45,C10003,221083863794,Guédiawaye,USSD,P2P,50000,0.01,500,FALSE,,M0000,None,,LEVEL_1,FAILED,FALSE,0.16,Android,13760,13760
TXN0176,2025-11-05 20:12:25,C10011,221395376724,Saint-Louis,App,BANK_TRANSFER,75000,0.015,1125,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.19,Android,202051,125926
TXN0992,2025-11-05 22:12:15,C10074,221374529912,Saint-Louis,App,CASH_IN,75000,0.0,0,FALSE,,M0000,None,A6083,LEVEL_2,SUCCESS,FALSE,0.0,Android,38654,113654
TXN0207,2025-11-05 23:10:14,C10102,221027874296,Pikine,USSD,P2P,75000,0.005,375,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.16,Android,113630,38255
TXN0918,2025-11-05 23:44:44,C10137,221377351585,Dakar,App,P2P,1000,0.015,15,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.13,Web,122951,121936
TXN0873,2025-11-05 23:53:27,C10204,221758416169,Rufisque,Web,P2P,5000,0.005,25,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.06,Web,85154,80129
TXN0095,2025-11-06 00:11:30,C10099,221947174648,Ziguinchor,Agent,BANK_TRANSFER,150000,0.01,1500,FALSE,,M0000,None,A1662,LEVEL_3,FAILED,FALSE,0.27,Android,88371,88371
TXN0108,2025-11-06 02:51:22,C10191,221051522047,Ziguinchor,Agent,AIRTIME,2500,0.005,12,FALSE,,M0000,None,A8055,LEVEL_0,SUCCESS,FALSE,0.13,iOS,156189,153677
TXN0220,2025-11-06 03:39:03,C10249,221747338484,Mbour,App,BANK_TRANSFER,200000,0.015,3000,TRUE,WAVE10,M0000,None,,LEVEL_1,FAILED,FALSE,0.43,Android,11596,11596
TXN0285,2025-11-06 05:34:15,C10028,221731781080,Kaolack,App,CASH_IN,150000,0.0,0,FALSE,,M0000,None,A5120,LEVEL_1,SUCCESS,FALSE,0.41,Android,64092,214092
TXN0735,2025-11-06 07:50:38,C10156,221502296120,Ziguinchor,USSD,CASH_OUT,100000,0.01,1000,FALSE,,M0000,None,A5386,LEVEL_1,SUCCESS,FALSE,0.5,Android,210273,109273
TXN0474,2025-11-06 08:50:56,C10219,221680182422,Saint-Louis,App,BANK_TRANSFER,200000,0.01,2000,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.53,iOS,208335,6335
TXN0190,2025-11-06 09:17:30,C10042,221242786801,Kaolack,Web,P2P,3000,0.01,30,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.05,Web,235542,232512
TXN0525,2025-11-06 09:25:04,C10163,221762268388,Guédiawaye,Agent,P2P,5000,0.005,25,FALSE,,M0000,None,A6984,LEVEL_1,SUCCESS,FALSE,0.06,Android,245576,240551
TXN0777,2025-11-06 09:36:34,C10036,221247510799,Mbour,Agent,CASH_IN,10000,0.0,0,FALSE,,M0000,None,A6443,LEVEL_2,SUCCESS,FALSE,0.06,Android,74995,84995
TXN0978,2025-11-06 10:17:40,C10165,221969664160,Rufisque,App,P2P,3000,0.015,45,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.0,Web,65844,62799
TXN0940,2025-11-06 10:55:21,C10085,221885685574,Pikine,App,AIRTIME,2000,0.005,10,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.07,Android,56497,54487
TXN0302,2025-11-06 10:58:22,C10232,221801624565,Saint-Louis,App,P2P,50000,0.015,750,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.08,FeaturePhone,134544,83794
TXN0295,2025-11-06 11:47:44,C10001,221104332181,Mbour,Agent,CASH_IN,30000,0.0,0,FALSE,,M0000,None,A9670,LEVEL_3,SUCCESS,FALSE,0.15,FeaturePhone,167233,197233
TXN0153,2025-11-06 13:22:05,C10004,221026542351,Thiès,App,AIRTIME,2000,0.01,20,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.07,Android,26266,24246
TXN0353,2025-11-06 16:14:15,C10156,221502296120,Rufisque,USSD,P2P,1000,0.005,5,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.19,Android,161278,160273
TXN0836,2025-11-06 18:25:50,C10115,221627028951,Touba,App,P2P,75000,0.005,375,FALSE,,M0000,None,,LEVEL_2,FAILED,FALSE,0.14,Android,55514,55514
TXN0277,2025-11-06 18:32:28,C10214,221884422583,Mbour,App,MERCHANT_PAY,5000,0.01,50,FALSE,,M5794,Restaurant,,LEVEL_1,FAILED,FALSE,0.14,Android,83994,83994
TXN0006,2025-11-06 19:31:26,C10036,221247510799,Mbour,Web,P2P,50000,0.01,500,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.15,Web,150505,100005
TXN0717,2025-11-06 20:32:54,C10020,221278248963,Dakar,App,P2P,75000,0.005,375,FALSE,,M0000,None,,LEVEL_0,SUCCESS,FALSE,0.25,Android,225806,150431
TXN0724,2025-11-06 21:05:45,C10207,221964016582,Pikine,USSD,BANK_TRANSFER,200000,0.01,2000,FALSE,,M0000,None,,LEVEL_3,FAILED,FALSE,0.36,Android,185426,185426
TXN0505,2025-11-06 21:52:32,C10095,221412328120,Mbour,App,P2P,2000,0.005,10,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.07,Android,202926,200916
TXN0716,2025-11-06 22:58:09,C10061,221788957986,Rufisque,App,P2P,30000,0.015,450,TRUE,WAVE10,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.21,iOS,177915,147465
TXN0136,2025-11-07 00:39:21,C10242,221309130756,Guédiawaye,App,AIRTIME,10000,0.0,0,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.24,Android,174528,164528
TXN0730,2025-11-07 05:42:15,C10244,221838578652,Thiès,Web,P2P,10000,0.015,150,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.11,Web,18045,7895
TXN0693,2025-11-07 05:49:30,C10032,221500978820,Touba,USSD,MERCHANT_PAY,3000,0.01,30,FALSE,,M8116,Transport,,LEVEL_0,SUCCESS,FALSE,0.03,Android,182810,179780
TXN0784,2025-11-07 09:13:43,C10081,221507527354,Pikine,Agent,P2P,1000,0.01,10,FALSE,,M0000,None,A5186,LEVEL_2,SUCCESS,FALSE,0.17,iOS,28119,27109
TXN0712,2025-11-07 09:14:09,C10061,221788957986,Ziguinchor,App,AIRTIME,500,0.005,2,FALSE,,M0000,None,,LEVEL_3,FAILED,FALSE,0.11,iOS,177915,177915
TXN0704,2025-11-07 13:59:33,C10016,221627048281,Touba,App,P2P,10000,0.015,150,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.01,Android,23203,13053
TXN0360,2025-11-07 19:28:48,C10154,221514936899,Saint-Louis,USSD,CASH_OUT,50000,0.015,750,FALSE,,M0000,None,A6115,LEVEL_3,SUCCESS,FALSE,0.05,iOS,234649,183899
TXN0105,2025-11-07 20:08:57,C10023,221301031051,Kaolack,USSD,CASH_OUT,5000,0.015,75,FALSE,,M0000,None,A8562,LEVEL_2,SUCCESS,FALSE,0.11,Android,125160,120085
TXN0039,2025-11-07 20:31:39,C10077,221586518506,Dakar,Agent,P2P,75000,0.005,375,FALSE,,M0000,None,A3997,LEVEL_2,SUCCESS,FALSE,0.01,iOS,137446,62071
TXN0311,2025-11-07 22:20:22,C10004,221026542351,Kaolack,App,P2P,8000,0.01,80,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.1,Android,24246,16166
TXN0194,2025-11-07 23:53:22,C10236,221986800025,Pikine,App,MERCHANT_PAY,12000,0.005,60,FALSE,,M3188,Electronics,,LEVEL_2,FAILED,FALSE,0.02,Android,35135,35135
TXN0825,2025-11-08 02:44:39,C10002,221960013389,Dakar,USSD,CASH_IN,100000,0.0,0,TRUE,PAYBILL5,M0000,None,A4261,LEVEL_2,SUCCESS,FALSE,0.08,Android,24596,124596
TXN0318,2025-11-08 03:20:38,C10139,221005329318,Rufisque,App,BANK_TRANSFER,100000,0.01,1000,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.28,Android,147549,46549
TXN0340,2025-11-08 04:44:22,C10099,221947174648,Saint-Louis,App,P2P,50000,0.015,750,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.07,iOS,78221,27471
TXN0063,2025-11-08 05:28:11,C10136,221261796405,Dakar,Web,AIRTIME,5000,0.005,25,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.08,Web,181419,176394
TXN1000,2025-11-08 06:13:31,C10018,221095701543,Thiès,App,P2P,1000,0.015,15,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.17,iOS,321151,320136
TXN0222,2025-11-08 06:20:18,C10140,221393352904,Ziguinchor,App,AIRTIME,500,0.0,0,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.0,Android,171359,170859
TXN0529,2025-11-08 07:37:53,C10086,221443135182,Guédiawaye,USSD,P2P,30000,0.015,450,FALSE,,M0000,None,,LEVEL_3,FAILED,FALSE,0.14,Android,7294,7294
TXN0164,2025-11-08 09:08:44,C10092,221294131869,Mbour,App,BILL_PAY,50000,0.003,150,FALSE,,M0505,Electronics,,LEVEL_1,SUCCESS,FALSE,0.05,Android,120301,70151
TXN0156,2025-11-08 09:49:28,C10201,221303054868,Saint-Louis,App,BANK_TRANSFER,30000,0.01,300,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.06,iOS,240450,210150
TXN0064,2025-11-08 10:04:59,C10005,221161559407,Touba,App,P2P,15000,0.015,225,FALSE,,M0000,None,,LEVEL_0,SUCCESS,FALSE,0.02,Android,68144,52919
TXN0001,2025-11-08 10:10:16,C10012,221238849696,Kaolack,App,P2P,2000,0.01,20,TRUE,PAYBILL5,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.16,FeaturePhone,36036,34016
TXN0848,2025-11-08 13:25:38,C10063,221734714345,Guédiawaye,App,CASH_IN,5000,0.0,0,FALSE,,M0000,None,A6391,LEVEL_2,SUCCESS,FALSE,0.32,Android,67852,72852
TXN0025,2025-11-08 17:08:07,C10088,221343524082,Touba,Agent,BANK_TRANSFER,10000,0.015,150,FALSE,,M0000,None,A7382,LEVEL_1,SUCCESS,FALSE,0.08,iOS,29529,19379
TXN0172,2025-11-08 18:10:12,C10187,221623924075,Pikine,Agent,BILL_PAY,30000,0.005,150,FALSE,,M0601,Fuel,A4270,LEVEL_2,SUCCESS,FALSE,0.05,iOS,199716,169566
TXN0378,2025-11-08 18:17:53,C10170,221212779979,Mbour,Agent,BILL_PAY,50000,0.005,250,FALSE,,M5630,Fuel,A8956,LEVEL_1,SUCCESS,FALSE,0.13,iOS,275352,225102
TXN0387,2025-11-08 18:38:04,C10167,221696816453,Thiès,App,P2P,15000,0.01,150,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.15,Android,47794,32644
TXN0731,2025-11-08 20:32:22,C10130,221474517123,Ziguinchor,App,P2P,75000,0.01,750,TRUE,PAYBILL5,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.26,Android,147109,71359
TXN0367,2025-11-08 23:09:46,C10109,221317127484,Pikine,App,BILL_PAY,5000,0.0,0,FALSE,,M8413,Grocery,,LEVEL_2,SUCCESS,FALSE,0.14,Android,167438,162438
TXN0810,2025-11-08 23:32:07,C10087,221337498941,Thiès,App,P2P,75000,0.015,1125,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.05,Android,209525,133400
TXN0422,2025-11-09 00:30:36,C10233,221060983584,Ziguinchor,App,BANK_TRANSFER,50000,0.015,750,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.26,Android,108901,58151
TXN0212,2025-11-09 02:33:51,C10054,221366299468,Guédiawaye,App,P2P,1000,0.005,5,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.21,Android,219205,218200
TXN0021,2025-11-09 03:51:03,C10168,221521818835,Dakar,App,CASH_IN,5000,0.0,0,FALSE,,M0000,None,A1355,LEVEL_2,SUCCESS,FALSE,0.24,Android,57443,62443
TXN0100,2025-11-09 06:55:29,C10122,221379237474,Pikine,App,CASH_IN,10000,0.0,0,FALSE,,M0000,None,A6350,LEVEL_2,SUCCESS,FALSE,0.1,iOS,124146,134146
TXN0559,2025-11-09 08:33:29,C10032,221500978820,Ziguinchor,USSD,AIRTIME,10000,0.005,50,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.15,Android,192860,182810
TXN0946,2025-11-09 09:34:24,C10091,221711671902,Touba,Web,CASH_IN,100000,0.0,0,FALSE,,M0000,None,A5984,LEVEL_2,SUCCESS,FALSE,0.08,Web,330578,430578
TXN0528,2025-11-09 09:56:47,C10195,221980893246,Thiès,USSD,P2P,20000,0.01,200,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.12,Android,162733,142533
TXN0186,2025-11-09 11:18:32,C10073,221309232719,Touba,Agent,CASH_IN,5000,0.0,0,FALSE,,M0000,None,A1931,LEVEL_1,SUCCESS,FALSE,0.18,iOS,74596,79596
TXN0673,2025-11-09 11:53:23,C10091,221711671902,Kaolack,App,CASH_IN,150000,0.0,0,FALSE,,M0000,None,A1603,LEVEL_2,SUCCESS,FALSE,0.09,Android,185603,335603
TXN0298,2025-11-09 13:16:48,C10036,221247510799,Kaolack,Agent,AIRTIME,1500,0.005,8,FALSE,,M0000,None,A9045,LEVEL_2,SUCCESS,FALSE,0.14,FeaturePhone,96503,94995
TXN0442,2025-11-09 13:32:51,C10087,221337498941,Saint-Louis,App,BILL_PAY,2500,0.005,12,FALSE,,M2474,Grocery,,LEVEL_2,PENDING,FALSE,0.12,Android,209525,209525
